id,item
hkd224,Butter
hkd224,Yogurt
hkd224,Bread
hkd224,Onion
hkd224,chocolate
hkd224,Nutmeg
hkd224,Dill
hkd225,Cheese
hkd225,Unicorn
hkd225,Dill
hkd225,Apple
hkd225,Milk
hkd225,Eggs
hkd225,Kidney Beans
hkd225,Nutmeg
hkd225,Sugar
hkd225,Corn
hkd225,Butter
hkd225,Ice cream
hkd226,Apple
hkd226,Milk
hkd226,Sugar
hkd226,Butter
hkd226,Eggs
hkd226,Ice cream
hkd227,Unicorn
hkd227,Eggs
hkd227,Yogurt
hkd227,Sugar
hkd227,Corn
hkd227,Cheese
hkd228,Unicorn
hkd228,Bread
hkd229,Corn
hkd229,Apple
hkd229,Sugar
hkd229,Eggs
hkd229,Onion
hkd229,Dill
hkd229,Ice cream
hkd229,Cheese
hkd229,Nutmeg
hkd229,Butter
hkd229,Unicorn
hkd230,Apple
hkd230,Corn
hkd231,Bread
hkd231,chocolate
hkd231,Corn
hkd231,Dill
hkd231,Milk
hkd232,Apple
hkd232,Cheese
hkd232,Nutmeg
hkd232,Corn
hkd232,Dill
hkd232,Sugar
hkd233,chocolate
hkd233,Milk
hkd233,Yogurt
hkd233,Butter
hkd233,Ice cream
hkd234,Sugar
hkd234,Nutmeg
hkd234,Corn
hkd234,Cheese
hkd235,Bread
hkd235,Apple
hkd236,Dill
hkd237,Ice cream
hkd237,Nutmeg
hkd237,Sugar
hkd237,Unicorn
hkd238,Corn
hkd238,Onion
hkd239,Nutmeg
hkd239,Milk
hkd239,Sugar
hkd239,chocolate
hkd239,Kidney Beans
hkd239,Cheese
hkd239,Apple
hkd239,Corn
hkd239,Yogurt
hkd239,Onion
hkd239,Ice cream
hkd239,Butter
hkd239,Bread
hkd240,Unicorn
hkd240,Yogurt
hkd240,Corn
hkd240,Bread
hkd240,Butter
hkd241,Yogurt
hkd241,Unicorn
hkd241,Bread
hkd242,Milk
hkd242,chocolate
hkd242,Bread
hkd242,Apple
hkd242,Dill
hkd242,Corn
hkd243,Dill
hkd244,Sugar
hkd244,Unicorn
hkd244,Kidney Beans
hkd244,Butter
hkd244,Ice cream
hkd244,chocolate
hkd244,Milk
hkd244,Cheese
hkd244,Apple
hkd244,Yogurt
hkd245,Ice cream
hkd245,Dill
hkd245,Sugar
hkd245,Eggs
hkd245,Bread
hkd246,Corn
hkd246,Onion
hkd246,Apple
hkd246,Unicorn
hkd246,Milk
hkd246,chocolate
hkd246,Yogurt
hkd246,Cheese
hkd246,Nutmeg
hkd247,Onion
hkd247,Kidney Beans
hkd247,Corn
hkd247,Butter
hkd248,Onion
hkd248,Corn
hkd248,Apple
hkd248,Nutmeg
hkd248,Dill
hkd249,Cheese
hkd249,Nutmeg
hkd249,Unicorn
hkd249,Milk
hkd249,Eggs
hkd249,Bread
hkd250,Kidney Beans
hkd250,Butter
hkd250,Milk
hkd250,chocolate
hkd250,Cheese
hkd250,Ice cream
